ident	name	type	frequency_khz	latitude_deg	longitude_deg
SHH	Shishmaref	NDB	365	66.2582016	-166.0529938
SHJ	Sharjah	VOR-DME	112300	25.33029938	55.52059937
SHK	Shekou	VOR-DME	115900	22.49830055	113.9020004
SHL	Shilong	VOR-DME	115700	23.09000015	113.8529968
SHL	Sheldon	NDB	338	43.21409988	-95.83380127
SHM	Sharm El Sheikh	VOR-DME	114200	27.99810028	34.41329956
SHP	Sheppard	TACAN	110800	33.98260117	-98.48729706
SHR	Sheridan	VORTAC	115300	44.84230042	-107.060997
SHR	Shangrao	VOR-DME	114000	28.41670036	117.9670029
SHR	Shahroud	NDB	268	36.43439865	55.1385994
SHT	Shimofusa	TACAN	108200	35.80189896	140.0099945
SHT	Sitia	VOR-DME	112900	35.21860123	26.10680008
SHT	Shepparton	NDB	212	-36.42839813	145.3959961
SHU	Schupberg	NDB	357	47.02180099	7.391940117
SHY	Shuyuan	VOR-DME	113600	30.95000076	121.8619995
SHY	Sunshine	VOR-DME	108400	38.04059982	-92.60240173
SHZ	Shengzhou	VOR-DME	113400	29.59670067	120.8130035
SI	Salzburg	NDB	410	47.8185997	12.98770046
SI	Shaikh Isa	NDB	343	25.89430046	50.60369873
SI	Simiutaq	NDB	279	60.68170166	-46.59609985
SI	Siguiri	NDB	282	11.40110016	-9.18680954
SI	Sarmi	NDB	255	-1.873479962	138.7539978
SI	Ust Kamenogorsk	NDB	345	50.00600052	82.54869843
SI	Lusikisi	NDB	200	-31.2833004	29.51670074
SI	Harare	NDB	330	-17.9538002	31.06990051
SIA	Shaikh Isa	VORTAC	117600	25.92180061	50.59049988
SIA	Xianyang	VOR-DME	115300	34.44670105	108.75
SIA	Sangster	VOR-DME	115700	18.50099945	-77.92410278
SIB	Sibiu	NDB	381	45.78499985	24.15259933
SIE	Sea Isle	VORTAC	114800	39.09550095	-74.8003006
SIE	Siena	VOR-DME	110200	43.25279999	11.2531004
SIE	Shigi	VOR-DME	111600	34.6283989	135.6620026
SIE	Siedlce	VOR-DME	114700	52.15539932	22.20079994
SIE	Somosierra	VOR-DME	115400	41.15169907	-3.604670048
SIF	Slammer	NDB	423	36.38219833	-79.76329803
SIG	Sigonella	TACAN	111600	37.39590073	14.97099972
SIG	Sigdal	VOR-DME	117700	60.01509857	9.630060196
SIG	Sigonella	NDB	412	37.39580154	14.9715004
SIK	Sikeston	NDB	272	36.88779831	-89.56479645
SIL	Siegerland	NDB	489	50.68000031	8.138500214
SIM	Simara	NDB	246	27.16580009	84.98329926
SIN	Sinko	VOR-DME	111450	41.98080063	22.36560059
SIN	Sinop	VOR-DME	114000	42.02220154	35.0766983
SIN	Sinop	NDB	465	42.02220154	35.0766983
SIO	Sion	VOR-DME	112150	46.21549988	7.288780212
SIR	Sirri Island	VOR-DME	113750	25.91419983	54.53649902
SIR	Siem Reap	NDB	441	13.3980999	103.8030014
SIR	Sirri Island	NDB	300	25.90340042	54.5401001
SIR	Sinclair	NDB	368	41.80199814	-107.0920029
SIS	San Isidro	VOR	114500	18.50440025	-69.76249695
SIS	Resistencia	VOR-DME	115100	-27.44689941	-59.05720139
SIS	Resistancia	NDB	285	-27.46419907	-59.06969833
SIS	Puerto Asis	NDB	330	0.551666975	-76.50140381
SIT	Sitia	VOR-DME	113300	35.06840134	26.18910027
SIT	Sitka	NDB	358	56.854599	-135.5339966
SIV	Sivas	VOR-DME	114200	39.78939819	36.8932991
SIV	Sivas	NDB	310	39.78939819	36.8932991
SIV	Sullivan	NDB	326	39.11360168	-87.44680023
SIX	Pinang Sore	VOR-DME	114300	1.552270055	98.8914032
SJ	Sinjon	VOR-DME	113500	1.22258997	103.8539963
SJ	Saint John	NDB	212	45.39170074	-65.81880188
SJ	Patty	NDB	330	18.40889931	-66.08959961
SJ	Woole	NDB	356	31.2798996	-100.5759964
SJA	Senja	NDB	414	69.16139984	17.8159008
SJC	San Jose	VOR-DME	114100	37.37469864	-121.9449997
SJD	Cabos	VOR-DME	114000	23.14620018	-109.7220001
SJE	San Jose Del Guaviare	VOR-DME	113300	2.572829962	-72.63379669
SJE	Shimojishima	VOR-DME	117100	24.82189941	125.1439972
SJI	Semmes	VORTAC	115300	30.72599983	-88.35929871
SJM	San Juan De Manapiare	NDB	265	5.318890095	-66.04949951
SJN	San Juan	VOR	117100	-15.24059963	-75.10420227
SJN	St Johns	VORTAC	112300	34.42409897	-109.1439972
SJO	San Jose	VOR-DME	114100	13.93500042	-90.85169983
SJT	San Angelo	VORTAC	115100	31.375	-100.4550018
SJU	San Juan	VORTAC	114000	18.44630051	-65.98950195
SJU	San Julian	VOR-DME	117700	-49.30979919	-67.81289673
SJV	San Javier	NDB	164	-16.3307991	-62.60580063
SJW	Zhengding	VOR-DME	117700	38.27999878	114.7020035
SJX	St James	NDB	382	45.69329834	-85.55870056
SJY	San Jacinto	NDB	227	33.79489899	-116.9990005
SK	Sierra-Kilo	NDB	368	67.47180176	26.56690025
SK	Leipzig	NDB	434	51.43479919	12.11670017
SK	S.kKaljevec	NDB	350	45.80580139	16.16469955
SK	Pinang Sore	NDB	215	1.554999948	98.89029694
SK	Shinoda	NDB	219	34.49129868	135.4440002
SK	Sokcho	NDB	378	38.13610077	128.5980072
SK	Uralsk	NDB	442	51.12310028	51.48669815
SK	Sukkur	NDB	375	27.72229958	68.7960968
SK	Songkhla	NDB	410	7.188059807	100.6039963
SK	Sokode	NDB	302	8.996749878	1.152230024
SK	Sk	NDB	330	22.57780075	120.3259964
SKA	Fairchild	TACAN	111400	47.6106987	-117.6620026
SKA	Sakaras	VOR-DME	117200	27.84840012	77.0082016
SKA	Skelleftea	VOR-DME	113400	64.62670135	21.07929993
SKB	Scotland	NDB	344	33.7901001	-98.48639679
SKB	Bradshaw	NDB-DME	325	17.29590034	-62.74340057
SKC	Skiathos	NDB	326	39.17419815	23.50079918
SKD	Shahre Kord	VOR-DME	117300	32.27980042	50.85490036
SKD	Shahre Kord	NDB	376	32.30550003	50.83860016
SKD	Skaudvile	NDB	372	55.41690063	22.59280014
SKE	Scott	TACAN	112200	38.54539871	-89.85160065
SKE	Shinoda	VOR-DME	112300	34.4919014	135.447998
SKG	Skagen	VOR-DME	112800	68.57839966	15.03489971
SKG	Kedougou	NDB	320	12.56630039	-12.21650028
SKH	Sharm El Sheikh	NDB	335	27.96999931	34.38029861
SKI	Skien	VOR-DME	113600	59.18799973	9.570289612
SKI	Sac City	NDB	356	42.38050079	-94.98249817
SKJ	Skopje	VOR-DME	112800	41.93500137	21.63059998
SKK	Kaolack	NDB	350	14.15709972	-16.04190063
SKL	Skopelos	TACAN	108700	39.18119812	23.61129951
SKL	Songkhla	VOR-DME	113500	7.188789845	100.6039963
SKN	Sakon Nakhon	VOR-DME	114200	17.21409988	104.137001
SKN	Cap Skiring	NDB	398	12.38659954	-16.74279976
SKN	Hurricane	NDB	256	35.98410034	-85.80809784
SKO	Sikasso	VOR-DME	116500	11.59220028	-5.815750122
SKP	Skopelos	VOR-DME	113400	39.18080139	23.61580086
SKR	Skrydstrup	VORTAC	110400	55.22890091	9.21405983
SKR	Shaker Hill	NDB	251	42.45569992	-71.17849731
SKS	Skiros	VOR-DME	116600	38.97740173	24.49010086
SKT	Surkhet	NDB	387	28.58779907	81.63500214
SKX	Ski	NDB	414	36.45780182	-105.6760025
SKY	Skyros	TACAN	116100	38.97610092	24.49169922
SKY	Sandusky	VOR-DME	109200	41.43450165	-82.65480042
SL	Maguohe	NDB	307	25.44829941	103.2919998
SL	Svinafell	NDB	360	64.38359833	-15.38669968
SL	Selayar	NDB	337	-6.166669846	120.4329987
SL	Bydgoszcz	NDB	534	53.10309982	18.05310059
SL	Khomutovo	NDB	505	46.83330154	142.7129974
SL	Sukhodol	NDB	515	53.90000153	51.18330002
SL	Solodniki	NDB	644	48.40000153	45.29999924
SL	Freetown Lungi	NDB	270	8.606579781	-13.16769981
SL	Flory	NDB	344	38.68149948	-97.64510345
SL	Turno	NDB	266	44.84740067	-122.9509964
SL	Briel	NDB	395	44.47679901	-74.12409973
SL	Solera	NDB	341	-17.18639946	29.52939987
SLB	Solberg	NDB	414	60.01250076	10.97389984
SLB	Storm Lake	NDB	434	42.60039902	-95.24430084
SLC	Sliac	VOR-DME	114000	48.45320129	19.11590004
SLD	Siegerland	DME	108050	50.70679855	8.078510284
SLG	Sligo	NDB-DME	384	54.27870178	-8.591110229
SLI	Seal Beach	VORTAC	115700	33.78329849	-118.0550003
SLI	Sao Luis	VOR-DME	113500	-2.589169979	-44.24000168
SLI	Sao Luis	NDB	280	-2.581830025	-44.23619843
SLI	San Luis	NDB	244	0.8559889793	-77.67500305
SLK	Saranac Lake	VOR-DME	109200	44.38460159	-74.20449829
SLL	Salalah	VOR-DME	112300	17.04439926	54.09420013
SLL	Sabadell	VOR-DME	112000	41.51990128	2.109750032
SLM	Lucia	VOR-DME	116600	19.74279976	-99.02980042
SLN	Salina	VORTAC	117100	38.92509842	-97.62139893
SLN	Schonefeld	NDB	362	52.39260101	13.56999969
SLO	Solo	VOR-DME	116300	-7.507719994	110.7939987
SLO	Saint Louis	NDB	355	16.04910088	-16.45709991
SLO	Salem	NDB	400	38.64400101	-88.9673996
SLP	Potosi	VOR-DME	117200	22.25639915	-100.9300003
SLP	Sleap	NDB	382	52.83359909	-2.773610115
SLP	First River	NDB	417	35.25270081	-81.59880066
SLR	Sulphur Springs	VOR-DME	109000	33.19860077	-95.54260254
SLS	Salinas	VOR-DME	114700	-11.28759956	-77.5625
SLS	Shellys	NDB	353	-34.70849991	150.0039978
SLS	Salinas	NDB	415	-2.200560093	-80.98919678
SLT	Slate Run	VORTAC	113900	41.51279831	-77.9701004
SLT	Sylt	NDB	387	54.85689926	8.40997982
SLU	Lulea	VOR-DME	115100	65.54019928	22.13430023
SLU	Vigie	NDB	415	14.01410007	-61.0060997
SLV	Soloviivka	VOR-DME	113300	50.1863	29.5701
SLV	Sutherland	VOR	113300	-32.45009995	20.62240028
SLV	Spa	NDB	387	50.47809982	5.913060188
SLW	Saltillo	VOR-DME	116100	25.54610062	-100.9300003
SLW	Smithville	NDB	400	40.87509918	-81.83319855
SLY	Seeley	NDB	344	46.11209869	-91.38469696
SM	Sao Marcos	NDB	300	-2.488500118	-44.3022995
SM	Fort Smith	NDB	254	59.97140121	-111.8570023
SM	Sisimiut	NDB	341	66.95149994	-53.70249939
SM	Saumlaki	NDB	244	-7.989999771	131.3070068
SM	Monrovia Spriggs Payne	NDB	315	6.326200008	-10.73330021
SM	Sainte Marie	NDB	290	-17.08909988	49.81650162
SM	Kuala Lumpur	NDB	355	3.088140011	101.5739975
SM	Fossmo	NDB	371	69.04840088	18.60009956
SM	Makhachkala	NDB	365	42.77500153	47.68500137
SM	Smolenskaya	NDB	662	44.78329849	38.79999924
SM	Samui	NDB	316	9.553919792	100.0599976
SM	St Mawgan	NDB	357	50.44810104	-4.994550228
SM	Semenivka	NDB	435	52.19319916	32.5447998
SM	Metre	NDB	230	38.79499817	-121.598999
SMA	Santa Maria	VOR-DME	112000	-29.70999908	-53.71319962
SMA	Santa Maria	NDB	365	-29.70770073	-53.68170166
SMA	Santa Maria	NDB	323	36.99670029	-25.17560005
SMA	Saint Marys	NDB	230	62.0583992	-163.2920074
SME	Olbia Costa Smeralda	VOR-DME	113900	40.88999939	9.501179695
SME	Sarmellek	NDB	428	46.66579819	17.16690063
SME	Olbia Costa Smeralda	NDB	357	40.89360046	9.502289772
SMF	Simferopol	VOR-DME	116600	45.05139923	33.97930145
SMF	Sheffield City	NDB	333	53.39260101	-1.383139968
SMG	St Mawgan	TACAN	112600	50.43450165	-5.030250072
SMH	Ulundi	NDB	458	-28.23530006	31.48159981
SMI	Mitrovica	VOR-DME	117000	45.0094986	19.43079948
SMI	Smithton	NDB	248	-40.83319855	145.0820007
SMI	Simenti	NDB	314	13.04959965	-13.29979992
SMK	Shymkent	VOR-DME	115600	42.35860062	69.50469971
SML	Abu Simbel	VOR-DME	113500	22.35490036	31.62199974
SMN	Sidi Slimane	VOR-DME	115500	34.23249817	-6.050559998
SMO	Mateo	VOR-DME	112100	19.5557003	-99.228302
SMO	Santa Monica	VOR-DME	110800	34.0102005	-118.4570007
SMO	Samos	NDB	375	37.68529892	26.91659927
SMR	Simara	VOR-DME	112900	27.16419983	84.98220062
SMR	Houari Boumediene	NDB	370	36.69290161	3.089869976
SMR	Cerrito	NDB	210	-29.70619965	-53.76919937
SMR	Santa Marta	NDB	287	11.0078001	-74.26139832
SMR	Mitrovica	NDB	328	44.99940109	19.60969925
SMS	Sumter	NDB	252	33.99079895	-80.36000061
SMT	Siu Mo To	VOR-DME	114800	22.33760071	113.9820023
SMT	San Matias	NDB	330	-16.33799934	-58.38700104
SMU	Samui	VOR-DME	117600	9.54708004	100.0619965
SMY	Soyya	NDB	329	30.8715992	-85.22489929
SN	St. Catharines	NDB	408	43.14699936	-79.25479889
SN	Saipan	NDB	312	15.11149979	145.7100067
SN	Sunyani	NDB	357	7.37748003	-2.299570084
SN	Stagen	NDB	347	-3.305109978	116.1750031
SN	Sandakan	NDB	340	5.893000126	117.9960022
SN	Sehwan Sharif	NDB	338	26.47559929	67.71829987
SN	Sultanskoye	NDB	866	44.59170151	42.66669846
SN	Sakon Nakhon	NDB	365	17.1970005	104.1149979
SN	Sn	NDB	370	24.13629913	120.6549988
SN	Simferopol	NDB	588	45.00059891	33.95619965
SNE	Moriya	VOR-DME	114000	35.93479919	139.9810028
SNE	Senetose	NDB	395	41.55780029	8.798890114
SNG	Srinagar	VOR-DME	115900	34.0019989	74.75460052
SNG	San Ignacio De Velasco	NDB	250	-16.38299942	-60.96459961
SNG	Srinagar	NDB	220	33.98279953	74.78230286
SNI	Santorini	VOR-DME	110400	36.39490128	25.48259926
SNJ	Sanandaj	VOR-DME	116500	35.23889923	47.00780106
SNJ	Sanandaj	NDB	366	35.26369858	47.00930023
SNO	Santo Domingo	VOR-DME	113700	-33.66579819	-71.61940002
SNO	Santo Domingo	NDB	355	-33.65110016	-71.6128006
SNO	Santiago	NDB	417	42.90779877	-8.428449631
SNR	Santander	VOR-DME	115300	43.44979858	-3.90241003
SNS	Salinas	VORTAC	117300	36.66379929	-121.6029968
SNT	San Antonio De Areco	VOR-DME	117700	-34.2193985	-59.43560028
SNT	Praia	VOR-DME	116600	14.93910027	-23.48209953
SNT	Porto Santo	VOR-DME	114900	33.09030151	-16.35059929
SNT	San Antonio De Areco	NDB	340	-34.24779892	-59.4756012
SNU	Sollenau	VOR-DME	115500	47.87490082	16.28840065
SNY	Sidney	VORTAC	115900	41.09669876	-102.9830017
SO	Soyo	NDB	310	-6.133329868	12.36670017
SO	Solo	NDB	255	-7.514910221	110.7470016
SO	Songo	NDB	290	-15.58370018	32.76589966
SO	Eelde	NDB	330	53.21530151	6.785160065
SO	Sochi	NDB	761	43.43500137	39.90999985
SO	Soroti	NDB	323	1.722409964	33.6230011
SO	Suomi	NDB	410	46.2621994	-87.41609955
SO	Muynak	NDB	453	43.76670074	59.03329849
SOA	Soacha	VOR-DME	108600	4.603059769	-74.27310181
SOA	Sola	TACAN	112250	58.87580109	5.635260105
SOA	Sonora	NDB	371	30.58180046	-100.6470032
SOE	Sonai	VOR-DME	114550	24.47089958	123.012001
SOF	Sofia	VOR-DME	112600	42.69810104	23.38940048
SOF	Sofia	NDB	350	42.69219971	23.4666996
SOG	Sorong	VOR-DME	114400	-0.9231250286	131.1199951
SOG	Sogndal	VOR-DME	114200	61.15019989	7.159739971
SOG	Sogamoso	NDB	355	5.676939964	-72.96779633
SOK	South Kauai	VORTAC	115400	21.90040016	-159.529007
SOK	Sokoto	VOR-DME	113900	12.92109966	5.229310036
SOK	Soknen	NDB	387	60.23709869	9.915280342
SOL	Seoul	TACAN	110900	37.42879868	127.1050034
SOL	Chongon	NDB	280	-2.243330002	-80.07559967
SOM	San Tome	VOR-DME	116500	8.943920135	-64.15640259
SOM	Cerro Sombrero	NDB	225	-52.73809814	-69.36920166
SOM	San Tome	NDB	220	8.952249527	-64.1434021
SON	Santo	NDB-DME	412	-15.50669956	167.2169952
SOR	Sorrento	VOR-DME	112200	40.58259964	14.33510017
SOR	Sorrento	NDB	426	40.5821991	14.33390045
SOT	Snowbird	VORTAC	108800	35.7901001	-83.05239868
SOW	Show Low	NDB	206	34.26729965	-110.0080032
SOY	Sioux Center	NDB	368	43.13299942	-96.18979645
SP	Selebi Phikwe	NDB	303	-22.0529995	27.80430031
SP	Sampit	NDB	305	-2.504300117	112.9779968
SP	Sei pPkning	NDB	305	1.371109962	102.1389999
SP	Ramba	NDB	253	-2.69333005	104.1119995
SP	Sarsawa	NDB	298	29.99990082	77.43199921
SP	Sapporo	NDB	357	43.16880035	141.3209991
SP	Semipalatinsk	NDB	418	50.35699844	80.31659698
SP	Sheikhupura	NDB	317	31.70070076	73.99900055
SP	Pierrefonds/Etang	NDB	352	-21.27759933	55.36230087
SP	Malinovka	NDB	535	56.70000076	85.34999847
SP	St-Pierre	NDB	386	46.76250076	-56.16939926
SP	Sao Tome	NDB	330	0.3748579919	6.716639996
SP	Huskk	NDB	382	39.77310181	-89.75990295
SP	Shawn	NDB	296	33.91070175	-98.45459747
SP	St-Pierre	DME	108900	46.76639938	-56.16970062
SPA	Spartanburg	VORTAC	115700	35.03369904	-81.92710114
SPA	Spangdahlem	TACAN	109500	49.97900009	6.697700024
SPA	Eleftherios Venizelos	VOR-DME	117500	37.9178009	23.93779945
SPA	Sleipner A	NDB-DME	349	58.36669922	1.906939983
SPB	Sankt-Peterburg	VOR-DME	113400	59.80670166	30.28499985
SPE	Sapporo	VOR-DME	113900	43.17459869	141.302002
SPE	San Felipe	NDB	230	10.28470039	-68.7539978
SPF	Black Hills	NDB	300	44.4844017	-103.7839966
SPG	Simpsons Gap	NDB	362	-23.72220039	133.7460022
SPH	Springhill	NDB	375	32.92029953	-93.40940094
SPI	Spinner	VORTAC	112700	39.83969879	-89.67769623
SPI	Sprimont	VOR-DME	113100	50.51470184	5.623330116
SPL	Split	VOR-DME	115700	43.4966011	16.30470085
SPL	Schiphol	VOR-DME	108400	52.33209991	4.749879837
SPN	Sa Pran Nak	VOR	117300	14.95040035	100.6419983
SPO	San Pedro	VOR-DME	114900	4.756669998	-6.654359818
SPO	Sao Paulo	NDB	250	-23.61020088	-46.66749954
SPP	San Andres	VOR-DME	113300	12.58220005	-81.70559692
SPP	San Andres	NDB	387	12.59189987	-81.70189667
SPP	Sevilla	NDB	420	37.41809845	-5.795519829
SPQ	Spain	NDB	414	35.20149994	-90.05149841
SPR	St-Prex	VOR-DME	113900	46.46870041	6.448060036
SPS	Wichita Falls	VORTAC	112700	33.98730087	-98.59349823
SPW	Spencer	VOR-DME	110000	43.16220093	-95.2009964
SPY	Spijkerboor	VOR-DME	113300	52.54029846	4.853779793
SPY	Saint Paul Island	NDB-DME	314	57.15779877	-170.2310028
SQ	Pnthr	NDB	227	39.77690125	-85.12989807
SQA	Sparrevohn	VOR-DME	117200	61.0984993	-155.6349945
SQM	Sumner Strait	NDB	529	56.46459961	-133.0970001
SQN	Quintin	VOR-DME	113300	30.54540062	-115.9560013
SQQ	Siauliai	TACAN	116300	55.89039993	23.40239906
SQS	Sidon	VORTAC	114700	33.46390152	-90.27729797
SQT	Satellite	NDB	257	28.09950066	-80.70079803
SR	Saumur	NDB	372	47.2594986	-0.114361003
SR	Ensheim	NDB	360	49.21780014	7.219510078
SR	Shiraz Shahid Dastghaib	NDB	205	29.50460052	52.67150116
SR	Syktyvkar	NDB	345	61.69499969	50.88499832
SR	Pavlovsk	NDB	399	53.29999924	83
SR	Podor	NDB	376	16.64929962	-14.96650028
SR	Surat Thani	NDB	338	9.13313961	99.14550018
SR	Serednie	NDB	690	48.53300095	22.51490021
SR	Ringy	NDB	245	27.32819939	-82.47840118
SR	Sergeli	NDB	743	41.18330002	69.19999695
SRA	San Rafael	VOR	116900	-34.58940125	-68.3946991
SRA	Sintra	VORTAC	112100	38.82920074	-9.340000153
SRC	Santa Rosa De Conlara	VOR-DME	117500	-32.37360001	-65.1832962
SRC	Searcy	NDB	323	35.2120018	-91.73259735
SRE	Siem Reap	VOR-DME	113800	13.41499996	103.8219986
SRE	Sucre	NDB	230	-19.01239967	-65.29190063
SRE	Seminole	NDB	278	35.27170181	-96.67469788
SRI	Pribilof	NDB-DME	399	56.57389832	-169.647995
SRJ	Sirjan	VOR-DME	114600	29.55680084	55.65999985
SRJ	San Borja	NDB	270	-14.85770035	-66.7365036
SRL	Rosalia	VOR-DME	112600	27.32830048	-112.2699966
SRN	Saronno	VOR-DME	113700	45.64680099	9.022850037
SRN	Strahan	NDB	257	-42.15280151	145.2949982
SRN	Saravan	NDB	415	27.41500092	62.32540131
SRN	Saronno	NDB	330	45.64609909	9.021639824
SRN	San Carlos De Rio Negro	NDB	395	1.922780037	-67.05760193
SRQ	Sarasota	VORTAC	115200	27.39780045	-82.5542984
SRS	Sarakhs	NDB	334	36.49539948	61.07410049
SRT	Surat Thani	TACAN	113200	9.133040428	99.13159943
SRT	Sirte	VOR-DME	117000	31.0590992	16.59799957
SRT	Siirt	VOR-DME	114300	37.90940094	41.88219833
SRT	Sirte	NDB	407	31.19330025	16.60000038
SRT	Siirt	NDB	409	37.97689819	41.84360123
SS	Sassandra	NDB	290	4.938330173	-6.127779961
SS	Saidu Sharif	NDB	357	34.80889893	72.35220337
SS	Sishen	NDB	273	-27.67609978	23.01390076
SS	Sturup	NDB	420	55.46009827	13.39210033
SS	Scatsta	NDB	316	60.46020126	-1.215340018
SS	Sisimiut	DME	108150	66.95059967	-53.7322998
SSB	Soesterberg	TACAN	115800	52.12829971	5.275559902
SSB	Sikandrabad	VOR-DME	112400	28.39340019	77.70809937
SSB	San Sebastian	NDB	318	9.959190369	-67.15090179
SSC	Shaw	TACAN	110100	33.97779846	-80.46620178
SSD	Stansted	NDB	429	51.89459991	0.2450309992
SSF	Stinson	VOR	108400	29.25839996	-98.4434967
SSI	Brunswick	VORTAC	109800	31.05050087	-81.44599915
SSJ	Palma De Mallorca	TACAN	108400	39.55970001	2.733249903
SSM	Sault Ste Marie	VOR-DME	112200	46.41199875	-84.31490326
SSN	San Sebastian	VOR-DME	117900	43.31119919	-1.830389977
SSO	San Simon	VORTAC	115400	32.26919937	-109.2630005
SSR	Sisters Island	VORTAC	114000	58.17770004	-135.2590027
SSU	White Sulphur Springs	VOR	108400	37.76390076	-80.3015976
SSY	S.S.rRyes	VOR-DME	117850	40.54639816	-3.575190067
ST	Stepanavan	NDB	292	41.03609848	44.35620117
ST	Stung Treng	NDB	444	13.52499962	106.0149994
ST	Sukkertoppen	NDB	310	65.42030334	-52.90810013
ST	Asuncion	NDB	340	-25.14139938	-57.49499893
ST	Sirotinskaya	NDB	777	49.26670074	43.68330002
ST	Nizhny Novgorod	NDB	245	56.27500153	43.7983017
ST	Ataturk	NDB	340	40.96310043	28.80360031
ST	Zumay	NDB	404	38.7881012	-90.27890015
ST	Tario	NDB	260	39.67570114	-94.9068985
ST	Hussk	NDB	342	45.47869873	-93.96880341
ST	Salto	NDB	410	-31.45070076	-57.99670029
ST	Tamdybulak	NDB	101	41.75	64.63330078
STA	Santa Marta	VOR-DME	116600	10.96450043	-74.23840332
STA	Santa Teresa	NDB	397	-22.62579918	-56.63470078
STB	Santa Barbara Del Zulia	VOR-DME	114900	8.983610153	-71.93840027
STB	Santa Barbara Del Zulia	NDB	218	8.983610153	-71.93869781
STC	Saint Cloud	VOR-DME	112100	45.54930115	-94.05860138
STD	Santo Domingo	TACAN	115300	7.569719791	-72.01869965
STD	Stord	VOR-DME	113400	59.78730011	5.344339848
STD	Stad	NDB	386	51.74129868	4.243490219
STD	Tambacounda	NDB	370	13.73569965	-13.66310024
STE	Stevens Point	VORTAC	110600	44.54320145	-89.5306015
STE	Shodo	VOR-DME	114400	34.51240158	134.2740021
STE	Steinhof	NDB	293	48.21060181	16.24710083
STF	Stefanovikion	NDB	522	39.46569824	22.7493
STF	Twenty Nine Charlie	NDB	317	29.73329926	17.95000076
STF	Bryan	NDB	281	33.43209839	-88.85030365
STG	Santiago	VOR-DME	114500	8.088669777	-80.94020081
STG	Santiago	VOR-DME	116400	42.92689896	-8.425390244
STG	Tome	NDB	365	-22.03310013	-41.07419968
STG	Stegen	NDB	369	61.86090088	6.367619991
STH	St.hHlens	NDB	392	-41.33530045	148.2819977
STI	Los Cerrillos	VOR-DME	112300	-33.50220108	-70.70290375
STI	Sturgeon	NDB	333	43.11330032	-115.6589966
STJ	St.jJseph	VORTAC	115500	39.96060181	-94.92520142
STJ	Strejnic	VOR-DME	113200	44.91859818	25.97699928
STK	Stadskanaal	NDB	315	52.99670029	6.895669937
STL	St Louis	VORTAC	117400	38.8606987	-90.48239899
STM	Santarem	VOR-DME	112300	-2.426500082	-54.81750107
STM	Sao Tome	VOR-DME	117300	0.3784469962	6.717060089
STM	Santarem	NDB	350	-2.427670002	-54.79169846
STM	Strommen	NDB	345	66.29019928	13.76879978
STM	St Marys	NDB	321	49.91410065	-6.291130066
STN	Prince Sultan	TACAN	134100	24.06959915	47.58169937
STN	Santana	VOR-DME	114300	-23.48749924	-46.9233017
STN	Surat Thani	VOR-DME	110600	9.129509926	99.13480377
STN	Stornoway	VOR-DME	115100	58.20690155	-6.183060169
STO	Salto	VOR	117900	-31.43470001	-57.98419952
STO	Porto Santo	TACAN	116300	33.07529831	-16.36569977
STO	Stockerau	VOR-DME	113000	48.417099	16.01860046
STO	Stokka	VOR-DME	112000	65.96040344	12.46940041
STP	St.tTopez	VOR-DME	116500	43.2195015	6.601809978
STR	Strasbourg	VOR-DME	115600	48.50540161	7.571969986
STR	Santa Teresita	NDB	365	-36.54970169	-56.68389893
STS	Santa Rosa	VOR-DME	113000	38.5080986	-122.810997
STT	St Thomas	VOR-DME	108600	18.35580063	-65.02459717
STT	Stott	NDB	317	66.92700195	13.43859959
STU	Strumble	VOR-DME	113100	51.99470139	-5.040279865
STV	Stefanovikion	VOR	112900	39.48009872	22.77160072
STV	Standerton	VOR	116000	-26.696733	28.867443
STV	Stonewall	VORTAC	113800	30.20680046	-98.70580292
STW	Stillwater	VOR-DME	109600	40.99580002	-74.8690033
SU	Sumbe	NDB	320	-11.16670036	13.85000038
SU	Salzburg	NDB	356	47.87929916	12.94989967
SU	Saul	NDB	369	3.624579906	-53.20669937
SU	Stykkisholmur	NDB	382	65.05999756	-22.75559998
SU	Surat	NDB	201	21.11569977	72.74269867
SU	Surigao	NDB	415	9.76006031	125.4830017
SU	Belozersk	NDB	791	60.03329849	37.75
SU	Dikson	NDB	405	73.51670074	80.38169861
SU	Secunda	NDB	243	-26.52330017	29.15810013
SU	Salix	NDB	414	42.32749939	-96.29039764
SU	Snoop	NDB	326	38.6393013	-90.76709747
SUC	Shimizu	VORTAC	115200	32.75600052	132.996994
SUD	Souda	TACAN	111200	35.54430008	24.11240005
SUD	Chania	VOR-DME	108600	35.52199936	24.17440033
SUD	Chania	NDB	409	35.52080154	24.1522007
SUE	Sturgeon Bay	NDB	414	44.8368988	-87.42250061
SUG	Sugarloaf Mt	VORTAC	112200	35.40650177	-82.26860046
SUH	Sprucehead	NDB	356	44.05009842	-69.10500336
SUI	Subi	VOR-DME	116700	52.37990189	14.5855999
SUL	Sulz	VOR	116100	48.38159943	8.64484024
SUL	Sulaymaniyah	VOR	117000	35.57960129	45.2901001
SUM	Storuman	VOR-DME	116300	64.95539856	17.70829964
SUM	Sumburgh	VOR-DME	117350	59.87889862	-1.28666997
SUN	Sundsvall	VOR-DME	113100	62.52840042	17.44869995
SUN	Sounion	NDB	319	37.66809845	24.04500008
SUP	Sturup	VOR-DME	113000	55.53450012	13.37950039
SUR	Sucre	VOR-DME	116500	-19.01129913	-65.29160309
